id,name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,popularity,category_name
5CFgDie02AjtB8Kf0fX8PN,Everlasting Energy,0.12,0.705,164972,0.475,0.911,10.0,0.1,-8.23,1.0,0.0828,81.485,4.0,0.196,43,relax
1QwnjxsFzruTTCbuuKQdnH,The Garden,0.917,0.214,176062,0.243,0.912,6.0,0.0657,-17.301,1.0,0.0319,80.187,4.0,0.0381,49,relax
71DxoKxpHcW8iaYNczwGi3,Hey Mama,0.189,0.5,240666,0.55,0.0921,5.0,0.0999,-8.447,1.0,0.0286,76.04,4.0,0.522,60,relax
2hnMS47jN0etwvFPzYk11f,Santeria,0.0268,0.682,182746,0.765,3.42e-05,1.0,0.188,-5.021,0.0,0.0395,90.807,4.0,0.567,82,relax
4VkEkljlOC5cMbRMhREO5E,snowfall (Slowed + Reverb),0.932,0.397,150660,0.0521,0.874,9.0,0.229,-29.745,1.0,0.0313,77.982,4.0,0.101,77,relax
7Gzc2ItiA2nygixfrkaH3Q,Hero,0.151,0.638,214760,0.74,0.000155,1.0,0.11,-3.404,0.0,0.0389,98.047,4.0,0.666,17,active
5v6QfkvgQIRPp8G7UQAUoG,Apart - Michael Mayer Remix,0.0195,0.695,516733,0.467,0.582,7.0,0.104,-9.481,0.0,0.0312,123.976,4.0,0.174,39,active
04nhtP5osHmql6LRlWTN2w,Brown Noise Chill,0.727,0.0715,219000,0.0737,0.777,1.0,0.111,-39.7,1.0,0.0851,80.365,4.0,0.0598,62,relax
3XMs8v7MwAfcU5Od7RdglV,Müzeyyen,0.0511,0.707,235660,0.744,0.0,7.0,0.281,-6.625,0.0,0.0367,126.053,4.0,0.594,30,relax
4jjSKbfgSdtFeKYyJBlGgH,Star in the South (arr. Malcolm Sargent),0.99,0.11,199040,0.053,0.872,8.0,0.131,-29.018,1.0,0.0465,71.326,5.0,0.0751,13,relax
0bSHwuTOZVJUXWT03H9oD2,Succession (Main Title Theme),0.000226,0.366,102013,0.471,0.868,8.0,0.0673,-6.369,1.0,0.0363,140.142,4.0,0.037,62,relax
3KmANYIsnZtCDAgc6dZtHg,RIHANNA,0.771,0.348,142800,0.385,0.000138,3.0,0.526,-11.601,0.0,0.0713,130.485,4.0,0.223,13,relax
2wVWGFVkL5I3JGsoWBx2AZ,EDGING,0.0044,0.606,151533,0.905,0.0,5.0,0.151,-3.117,1.0,0.0518,143.952,4.0,0.706,71,active
6qeY26kCmlIzpLZVibJU4M,Der Vogel auf dem Felsen,0.992,0.292,140170,0.00456,0.893,0.0,0.106,-28.648,1.0,0.038,70.715,3.0,0.239,47,active
4RfSDsnP15kSfeu4FxItmX,Distance,0.986,0.285,155704,0.0186,0.9,0.0,0.119,-30.443,1.0,0.0415,59.852,3.0,0.122,64,relax
3RGdTJbr4eWMS0upJntQAn,Moonlight,0.618,0.715,218734,0.559,0.808,0.0,0.145,-12.554,1.0,0.0296,129.98,4.0,0.678,51,relax
24ySl2hOPGCDcxBxFIqWBu,Rain On Me (with Ariana Grande),0.021,0.672,182200,0.855,0.0,9.0,0.323,-3.764,1.0,0.0397,123.056,4.0,0.646,75,active
2mOxQ582K8WAP3FjTUhYVC,Harder Way,0.878,0.438,197906,0.273,3.7e-05,7.0,0.122,-9.924,1.0,0.0288,168.239,4.0,0.34,47,relax
5fnOrhQ4KgT5irGCjIccGH,Arthur's Theme (Best That You Can Do),0.169,0.526,234493,0.515,0.000816,9.0,0.181,-11.169,1.0,0.0389,136.543,4.0,0.518,76,active
2pO4VCd6vKG1XjzxlNvGPd,Sound Of Rain,0.155,0.196,120372,0.994,0.974,2.0,0.947,-19.212,0.0,0.0504,84.133,3.0,1e-05,68,relax
0CrcwVLUe8wzLUIXgjXVZJ,Kill Bill (feat. Doja Cat),0.0769,0.629,175836,0.744,0.247,5.0,0.194,-6.124,0.0,0.0409,89.021,4.0,0.451,82,active
5dEeT1r0H6uK0iIEpOBZOg,Eye For An Eye (Single from John Wick: Chapter 4 Original Motion Picture Soundtrack),0.000381,0.558,184281,0.839,0.0,5.0,0.266,-5.271,0.0,0.0288,100.013,4.0,0.633,63,active
02sK16K0UeIcIe1HHhJxPs,Symphony No. 7 in E major - Ed. Nowak: II. Adagio. Sehr feierlich und sehr langsam,0.921,0.0675,1302146,0.0366,0.924,1.0,0.0697,-23.945,1.0,0.0465,75.766,1.0,0.0332,22,relax
2IrmepDX0fl11xL4wf9EXL,Yürüyorum Dikenlerin Üstünde,0.746,0.569,233732,0.418,0.00242,2.0,0.0816,-11.958,0.0,0.027,122.034,4.0,0.188,42,relax
2RvWqqueP3Qfwqn0s3dWCI,Ultraviolet Dream,0.992,0.163,165393,0.00228,0.8,1.0,0.166,-37.625,1.0,0.051,71.013,3.0,0.0376,65,relax
1A3tuE6ti9qoZDwB3LB0t2,I Think I Like When It Rains,0.0401,0.622,278293,0.455,0.0,9.0,0.0957,-7.116,1.0,0.0282,124.412,4.0,0.274,77,active
2MQhTbX792AT6YyzwLz9dt,Sedona,0.0404,0.394,239881,0.654,6.96e-05,3.0,0.112,-8.243,1.0,0.0346,135.188,4.0,0.264,71,relax
5IKaBEdCQlfB6aikIFKuR8,Alive,0.0121,0.547,334754,0.822,0.164,3.0,0.164,-5.84,0.0,0.0318,121.999,4.0,0.109,59,active
0SiywuOBRcynK0uKGWdCnn,Bad Romance,0.00314,0.696,294573,0.921,5.24e-05,0.0,0.0842,-3.755,1.0,0.0363,119.001,4.0,0.714,85,relax
5gFoAVTN9YlM9uJCrFZtgl,Crooked Smile (feat. TLC),0.435,0.606,278573,0.784,0.0,7.0,0.689,-6.293,1.0,0.268,80.985,4.0,0.48,73,active
0ra3bPUOj2YnY4FJHXtgHZ,BIBI Vengeance,0.0272,0.442,165135,0.748,0.000128,11.0,0.0642,-4.718,0.0,0.0895,99.981,4.0,0.408,80,active
3oRubNxLgB33gbB7OqfhNg,fingerlock,0.96,0.328,126500,0.0609,0.938,6.0,0.0969,-32.443,1.0,0.0722,83.619,3.0,0.337,53,relax
3zHRadBU9eXLIWeVsmq971,Gömun Beni Yaylaya,0.745,0.322,190682,0.414,0.0,6.0,0.187,-8.617,0.0,0.0326,123.74,3.0,0.402,33,active
5hc71nKsUgtwQ3z52KEKQk,Somebody Else,0.195,0.61,347520,0.788,0.0142,0.0,0.153,-5.724,1.0,0.0585,101.045,4.0,0.472,75,active
169cAdqQv1dcE8vZUtIxja,Anjuna,0.865,0.142,195525,0.000283,0.972,9.0,0.0933,-37.473,1.0,0.0739,74.012,3.0,0.618,67,relax
0lIoY4ZQsdn5QzhraM9o9u,Because the Night,0.0542,0.466,204800,0.763,0.0,11.0,0.119,-7.748,0.0,0.0391,123.539,4.0,0.473,72,relax
6F5CRnO0SbW5FxAyRB6Vp0,Careful What You Wish For (feat. Alida),0.0959,0.567,176264,0.805,0.0,6.0,0.163,-5.104,0.0,0.0625,126.951,4.0,0.36,67,active
1eEDk34w7rv598OaB60BCJ,İşim Olmaz,0.251,0.668,255660,0.799,1.17e-06,5.0,0.216,-6.815,0.0,0.0361,93.018,4.0,0.638,63,active
67IfTiMwPNN0wQE7Scfzu9,Looking for You,0.0485,0.53,179973,0.874,0.0,7.0,0.153,-3.594,1.0,0.043,81.034,4.0,0.537,76,active
5MSpeSGuvcxiQS7Bd8np3q,Abandonment Issues,0.00214,0.761,192000,0.576,6.75e-06,1.0,0.0943,-9.861,1.0,0.0393,120.077,4.0,0.118,41,active
6A6cCw7LCB5ob9LRsQwc7I,Quema,0.0875,0.837,206148,0.603,1.76e-06,2.0,0.0716,-6.963,1.0,0.26,96.916,4.0,0.591,46,relax
6UIxGIqWlO5wsddY44AV1R,Naked as We Came,0.653,0.386,152613,0.205,0.0448,4.0,0.106,-16.699,1.0,0.0366,172.373,4.0,0.623,65,relax
5vprsDWNcHMEMH95sbJkH2,Want U Around (feat. Ruel),0.3,0.571,247720,0.443,6.95e-06,0.0,0.101,-6.76,1.0,0.0451,143.923,3.0,0.621,60,active
21iJNBkKbsIwALHDEqiesL,Tengo Lo Que Tengo,0.701,0.801,203664,0.617,0.0996,6.0,0.112,-8.028,0.0,0.0804,99.971,4.0,0.601,48,relax
4svS894AnmwsJboKSF37Gi,Rainbow Sky,0.995,0.524,126529,0.0401,0.964,11.0,0.0905,-24.138,1.0,0.062,82.106,4.0,0.583,65,relax
6ASTlquNVO5Cgn15idUjnH,Irgalamaz Beni,0.0328,0.689,221518,0.868,0.0,6.0,0.0606,-2.493,1.0,0.0889,127.945,4.0,0.854,61,active
4UtPZ8Yk2afugvPL87NALR,Derdimden İçeri,0.0213,0.522,181457,0.678,0.00404,2.0,0.163,-8.81,1.0,0.0305,100.077,4.0,0.321,34,relax
4Ai12kQDI9H5ppN6ecEHjZ,"Piano Concerto No. 21 in C Major, K. 467: II. Andante",0.986,0.158,370000,0.0339,0.906,5.0,0.0827,-27.681,1.0,0.0399,71.542,4.0,0.0763,7,relax
1HaFNaN0DEaKCOrQ7AIpxx,Blue Lights,0.000339,0.715,221323,0.658,0.462,11.0,0.253,-10.553,1.0,0.0497,120.036,4.0,0.694,49,active
2UTrgaRRHRypMDESenWxbw,Cellophane Dreams,0.00142,0.283,174238,0.781,0.00295,3.0,0.24,-6.617,1.0,0.04,61.039,5.0,0.491,13,relax
5PzRql1K67CzFfWuYsRlNe,Tucked In Tight,0.993,0.515,101400,0.169,0.949,4.0,0.105,-24.41,1.0,0.069,74.934,3.0,0.39,62,relax
4bUfMNNmiCmPXVyWzIfKeZ,E.I.,0.0732,0.834,285906,0.481,0.0,2.0,0.0934,-7.824,0.0,0.188,89.849,4.0,0.406,67,relax
0woKDRMZzsFWeHppNQnGlS,Golden,0.00275,0.586,170523,0.81,2.95e-05,6.0,0.145,-7.287,0.0,0.0484,105.015,4.0,0.646,62,active
6ixeBeuUlZxjmBsjdsLuCv,Look at Me,0.438,0.752,139200,0.509,0.931,1.0,0.148,-4.898,1.0,0.0304,100.076,4.0,0.179,44,active
6KflfPD0qIbbB1PQyAHla5,Topdown,0.0259,0.828,230013,0.54,0.179,1.0,0.145,-8.54,1.0,0.0933,120.048,4.0,0.485,64,active
3HLgjHYaEhKFvV4SSvI9Te,Love Will Lead You Back,0.201,0.547,277600,0.513,0.0,1.0,0.0866,-7.006,1.0,0.0267,73.214,4.0,0.2,64,active
1gDhRTrbT942IknQqleVqB,Forest Rain,0.595,0.136,208619,0.997,0.935,1.0,0.909,-26.702,1.0,0.0638,101.346,5.0,1e-05,48,relax
58wJgIMYzWJ7iTO7lww6pH,easy,0.961,0.533,203500,0.103,0.93,5.0,0.112,-20.714,1.0,0.333,72.023,4.0,0.225,38,relax
0LyCqoe8ttQPmF8MRf1NGt,Dle Yaman (116 Deep Mix),0.0761,0.878,438674,0.432,0.347,1.0,0.0849,-9.988,1.0,0.0495,115.997,4.0,0.43,51,active
09AvsbivV1FQBRAEBJh7UL,High,0.0492,0.601,175163,0.787,0.0,0.0,0.142,-6.178,1.0,0.031,134.981,4.0,0.525,73,active
569aPavFjL3WvPwZepX67d,Melancholy,0.994,0.175,179294,0.00184,0.956,10.0,0.0989,-41.3,1.0,0.0414,73.583,4.0,0.147,63,relax
6O6ZLs5VuJ6wOSiIBVLbzQ,Let Go,0.125,0.81,180479,0.344,0.269,0.0,0.0723,-8.963,0.0,0.0326,102.004,4.0,0.827,58,relax
2wZTxjnKdOpgPLi85ItFlr,One Step Ahead,0.987,0.483,129127,0.0967,2.09e-05,0.0,0.124,-16.268,0.0,0.0369,85.097,3.0,0.706,47,active
7LtQ8WHtG0gfXmzoFF7u8H,Tic Tac Toe,0.326,0.855,117500,0.659,7.14e-05,5.0,0.315,-7.431,0.0,0.226,94.987,4.0,0.739,37,active
5artct3Xc0ZWoV0Bi5tdwF,Sake - Chaleee Remix,0.137,0.646,220000,0.858,0.00294,6.0,0.151,-7.124,1.0,0.036,120.005,4.0,0.921,37,active
0nCAVzknkzRXRgB6LhRv04,Molly's Chambers,0.222,0.598,134906,0.911,3.84e-06,11.0,0.216,-3.97,1.0,0.0515,146.469,4.0,0.953,68,relax
3kZC0ZmFWrEHdUCmUqlvgZ,I Will Follow You into the Dark,0.924,0.517,189186,0.206,0.0,5.0,0.118,-12.233,1.0,0.0421,80.401,4.0,0.489,69,active
0LzeivEHO16a8eBQGlpVkE,Love Shack - Edit; 2019 Remaster,0.11,0.704,262586,0.828,0.0,5.0,0.747,-7.304,0.0,0.0514,133.496,4.0,0.866,61,relax
0YlVDvuitCxLRUlVVSOF5u,Hafið Syngur,0.955,0.147,220436,0.194,0.045,0.0,0.1,-15.167,1.0,0.0352,80.256,4.0,0.0817,41,relax
7sqNIkfIvCmagaPK7hN0Ae,Te Toco Mala Suerte,0.298,0.712,159007,0.569,9.47e-06,9.0,0.1,-15.129,1.0,0.11,117.523,4.0,0.92,1,relax
1W3fMkViHndp2kv7PQNfAQ,Hung Up,1.62e-05,0.43,204973,0.949,0.124,0.0,0.214,-3.159,0.0,0.0617,80.021,4.0,0.435,50,active
5j5HMHeNbSDzVU9eEgZzUI,Bustling River Sounds,0.83,0.206,170000,1.0,0.982,6.0,0.962,-14.123,0.0,0.0443,94.88,3.0,1e-05,52,relax
4heBcjj4Lw3X2sQVFNbLbz,Scared Money (feat. J. Cole and Moneybagg Yo),0.0101,0.898,204285,0.58,0.0,8.0,0.169,-7.632,0.0,0.26,84.018,4.0,0.661,65,active
6oKwLpPMw43ck4eTIxtW73,Nyosso,0.044,0.791,474098,0.777,0.52,10.0,0.0821,-9.639,0.0,0.0605,122.013,4.0,0.545,29,active
00aqkszH1FdUiJJWvX6iEl,Wicked Games - Original,0.0217,0.606,325305,0.57,8.47e-06,9.0,0.301,-6.684,1.0,0.032,114.033,4.0,0.258,73,active
5DWI8rBs9a5fyeR35poYYm,Léopoldine,0.996,0.527,165293,0.0338,0.969,7.0,0.184,-26.245,1.0,0.0832,67.807,4.0,0.179,64,active
62eI2hOnUOkiHMtACKkqq2,Destination,0.00214,0.74,205984,0.851,0.889,11.0,0.251,-5.539,1.0,0.0468,126.989,4.0,0.502,39,active
3LwZ0ernvIRIkhdHgAYY4q,Never Sleep Again - Keinemusik Remix,0.000203,0.804,432360,0.819,0.935,0.0,0.0832,-9.619,0.0,0.044,119.993,4.0,0.372,46,active
41TVMXb9THdtTlo2KojUDe,Somebody to Shove (2022 Remaster),0.00336,0.434,195360,0.909,0.0,7.0,0.324,-6.381,1.0,0.0887,162.227,4.0,0.356,53,relax
4Yh4MmL2YuL6chkc64sxz1,Dur Gitme,0.00146,0.365,165326,0.92,0.000563,0.0,0.461,-8.008,1.0,0.212,199.864,4.0,0.446,18,relax
6otUjBoNrp27EubqsoYGQx,Losers,0.102,0.864,205680,0.385,0.0539,5.0,0.143,-11.553,0.0,0.0454,113.014,4.0,0.665,61,relax
0yUaLqhsVsguBpoOPL4cO7,In Ha Mood,0.696,0.768,129360,0.74,6.81e-06,0.0,0.23,-6.595,1.0,0.336,141.059,4.0,0.532,83,active
2t3iFlsIkaoV7GmVC2ptuM,Vibration (One More Time) (feat. AR/CO),0.328,0.523,242758,0.96,0.0321,0.0,0.142,-0.666,0.0,0.0443,174.007,4.0,0.122,66,active
3du4x4mjmzMZNXu5CFNkIE,Stormy Weather,0.00232,0.134,134489,0.94,0.511,6.0,0.778,-20.534,1.0,0.0648,101.126,3.0,0.00983,60,relax
4Q6TWuCGjt9qdZfXQyDOqd,Ağır Roman,0.791,0.887,198813,0.449,1.82e-06,0.0,0.108,-8.892,1.0,0.253,87.027,4.0,0.42,51,active
3SZlIOOEvHBjJfdxJEgIVk,Delusions,8.22e-05,0.341,253699,0.865,0.441,2.0,0.254,-7.947,1.0,0.0337,81.179,4.0,0.368,1,relax
6r231K5aUDv5tiA1dXYa3r,Sevmekten Kim Usanır,0.221,0.367,234931,0.702,0.0,3.0,0.384,-5.253,1.0,0.041,159.731,5.0,0.448,46,active
1Xy6MHSaX3IUGGqst6RzYM,"Piano Concerto No. 1 in B-Flat Minor, Op. 23: I. Allegro non troppo e molto maestoso – Allegro con spirito",0.976,0.212,1252321,0.119,0.907,1.0,0.087,-20.511,1.0,0.0366,84.346,3.0,0.0396,50,relax
7l5ySDLJQ4kSA94u8m0ttq,Finger In Your Eye,0.0802,0.865,175000,0.609,0.00279,2.0,0.0377,-8.118,1.0,0.052,144.035,1.0,0.967,35,relax
4PwWESSlTwzvw9B7bmtTLS,anything,0.774,0.388,202047,0.291,1.93e-05,3.0,0.0874,-12.952,1.0,0.0421,83.943,4.0,0.51,62,relax
2YlZnw2ikdb837oKMKjBkW,Like I'm Gonna Lose You (feat. John Legend),0.4,0.63,225053,0.53,0.0,0.0,0.177,-7.259,1.0,0.0434,108.038,3.0,0.417,81,active
5JpIFwL2toSwfWnXU8CaQC,Thaïs: Meditation,0.872,0.19,385440,0.0692,0.213,2.0,0.141,-23.09,1.0,0.0455,101.722,4.0,0.0366,9,relax
1M3CJIRObczFPT529PyzMy,KEEP ME IN YOUR MIND - Einmusik Remix,0.00666,0.717,389575,0.694,0.747,7.0,0.0846,-8.457,1.0,0.0421,123.988,4.0,0.448,41,active
1wtICs9nvS3zl27bCgBaUP,Fantasia,0.991,0.382,243000,0.0276,0.914,3.0,0.109,-31.65,0.0,0.0423,122.99,4.0,0.209,35,relax
4eVkoGU5sIRnyhUh4Tv7Ip,Conscious Of My Conscience,0.504,0.873,368493,0.333,0.0288,9.0,0.321,-18.535,1.0,0.0865,125.304,4.0,0.612,33,active
7HXBG0W8gFJwHUh5mVF9tf,Rise,0.228,0.689,193018,0.612,7.77e-06,6.0,0.368,-6.014,1.0,0.0387,122.076,4.0,0.461,69,active
6EEcPi3jwGYlG7BdMlnf42,Typerope - Original Mix,4.07e-05,0.801,490983,0.958,0.943,1.0,0.11,-10.959,1.0,0.0526,130.478,4.0,0.874,30,active
0UuRIovHyU6KeTzY4gS0L2,Cheek To Cheek,0.838,0.569,170546,0.423,0.0,0.0,0.144,-8.453,1.0,0.0861,93.956,4.0,0.514,57,active
47mqPyiBsnuTTWrLUhdSVt,The Brown Noise Parents,0.838,0.226,208000,0.253,0.972,1.0,0.112,-36.609,1.0,0.0543,137.179,3.0,0.246,68,relax
7gjnP3VGpnDpCVn3ZzmtvW,BEACHY,0.192,0.783,168000,0.695,2.88e-05,8.0,0.112,-4.784,1.0,0.0383,110.016,4.0,0.785,80,active
0g2Bbgy7P41pFjMWJuzsf4,STAYING ALIVE (feat. Drake & Lil Baby),0.068,0.718,178176,0.461,0.0,4.0,0.283,-7.676,0.0,0.0797,129.953,4.0,0.181,73,active
6NIX8pnaWGV7gDTpM0em4a,Start The Fire,0.000506,0.576,222903,0.856,0.00618,4.0,0.126,-6.403,0.0,0.036,119.983,4.0,0.0398,48,active
6rQKvS3JdNeFI7dJg3YKBH,"Raymonda, Op. 57: Prélude et la Romanesca",0.973,0.291,226160,0.0596,0.712,4.0,0.104,-23.659,0.0,0.0386,102.381,4.0,0.0835,42,relax
5AW6hac4JAKu0ygmZUw7HF,"Violin Concerto in E-Flat Major, RV 257: III. Allegro",0.864,0.462,190160,0.329,0.557,9.0,0.221,-14.597,1.0,0.0399,138.229,3.0,0.711,40,relax
3iyNoFOyMTZU1SdGbnmdy6,Purity,0.96,0.368,146000,0.153,0.863,1.0,0.111,-27.895,0.0,0.026,75.194,4.0,0.508,56,active
5ftdTvmQjjsL23t7jxADfI,Brazil,0.0918,0.689,252306,0.617,2.08e-05,4.0,0.0816,-5.196,1.0,0.029,121.062,4.0,0.682,65,relax
602svoyZvZcwWBKb4QeGmJ,Sarı Gelin,0.815,0.537,205920,0.372,6.84e-06,11.0,0.133,-8.585,0.0,0.0269,140.003,3.0,0.427,17,relax
21yoLiTVB0HGwRGiMCKO6R,21 / Queen,0.0736,0.61,237009,0.455,0.000395,1.0,0.13,-9.225,1.0,0.44,123.536,4.0,0.125,41,active
6LGqTES8rFuDHbn0y40iGX,Brown Noise Relaxation,0.691,0.133,223000,0.0597,0.825,11.0,0.111,-36.934,1.0,0.0784,141.864,5.0,0.0312,62,relax
3lt88w6SiiTWWvG0LYXRjx,Mastermind,0.895,0.587,178300,0.101,0.915,6.0,0.111,-19.363,0.0,0.035,74.047,4.0,0.167,59,active
4JPAibfVEbNIDncwz2IEfG,Waves Crashing The Beach,0.164,0.157,193634,0.729,0.977,5.0,0.92,-25.509,0.0,0.0549,82.461,3.0,1e-05,56,relax
678emSwcNj7TVaNlFRt2DC,Earth Rain,0.119,0.196,221000,0.991,0.987,1.0,0.951,-16.965,1.0,0.0624,137.201,4.0,0.0207,67,relax
5CfxpBCYwfB17MMgARumHl,"Respighi: Pini di Roma, P. 141: III. I pini del Gianicolo",0.901,0.0754,462162,0.0102,0.106,4.0,0.0817,-35.69,1.0,0.0464,81.324,4.0,0.0331,49,relax
3gmQ3tklUt8IJixvO3jVAp,In a sentimental mood,0.993,0.417,146500,0.0347,0.936,2.0,0.12,-24.276,0.0,0.0349,82.326,4.0,0.179,58,relax
1MxO57a8Ttyb1izW1uKGVl,This Night,0.992,0.239,211055,0.0141,0.943,1.0,0.223,-37.789,1.0,0.0352,169.01,4.0,0.189,59,relax
6q83Nvky8wjB1iQCCJ45nQ,Photosynthesis,0.607,0.676,126000,0.373,0.896,11.0,0.109,-13.177,1.0,0.103,80.006,4.0,0.847,63,active
0GaL1E14GeAnxR9sBk0cL8,Ölsem,0.494,0.6,214096,0.359,2.89e-05,3.0,0.108,-8.247,0.0,0.0375,160.009,3.0,0.15,64,relax
4WTUBYVtbDiB4BGqnaXRGe,Summer Breeze,0.755,0.644,245830,0.377,0.0,0.0,0.102,-8.204,1.0,0.0275,123.942,4.0,0.328,0,active
50nfwKoDiSYg8zOCREWAm5,Shivers,0.281,0.788,207853,0.859,0.0,2.0,0.0424,-2.724,1.0,0.0856,141.02,4.0,0.822,89,relax
4UjQm1Qfdjh4NXdisHSuve,Nothing's Stopping Me Now,0.000298,0.551,186724,0.89,0.0,11.0,0.0967,-4.199,1.0,0.0391,140.037,4.0,0.54,40,active
28GCsymrcDUXXLC12nkhp3,Ellipses,0.994,0.307,151251,0.0756,0.932,8.0,0.103,-27.6,1.0,0.0349,85.334,4.0,0.188,52,active
11AkXmBdjwu4upt22GjJrG,Olmazlara İnat,0.185,0.581,169419,0.495,2.96e-06,4.0,0.0479,-13.087,0.0,0.0658,85.043,4.0,0.184,74,relax
3FCvuX0Q89RnHmGsSkZQ5U,Technicolor Dreamscape,0.995,0.353,197472,0.0167,0.903,3.0,0.131,-26.519,0.0,0.0328,60.318,3.0,0.0935,47,active
6ru3rcoXUkmfWLT0OSBbUa,PRISON,0.000705,0.428,161250,0.949,0.0,2.0,0.704,-6.027,1.0,0.103,127.986,4.0,0.201,42,active
4QwzVlAJSkcLeCNQ6Ug30P,The touch of your lips,0.983,0.478,499533,0.00776,0.78,10.0,0.105,-24.986,1.0,0.0614,114.27,4.0,0.215,48,active
1CSaCKPIp2yCIDL3t7Fyau,Barber: Adagio for Strings,0.974,0.102,537426,0.0733,0.859,10.0,0.28,-24.133,0.0,0.0488,73.954,3.0,0.0308,60,relax
6ho0GyrWZN3mhi9zVRW7xi,Losing It,0.00181,0.76,248035,0.964,0.703,2.0,0.0975,-5.844,1.0,0.0577,125.003,4.0,0.643,77,relax
0ZtfGOP5WB9rosemFD5c6e,Thoughts Of Yesterday,0.995,0.406,197479,0.0226,0.931,5.0,0.138,-26.631,0.0,0.0446,90.011,3.0,0.0951,55,relax
3nEHrvNNtgLv9rneTAYVr4,Heaven Takes You Home (feat. Connie Constance),0.0124,0.665,214071,0.738,0.00598,0.0,0.0923,-5.931,0.0,0.0379,125.037,4.0,0.0389,81,active
39CPeGjg70L1qtXzdJmKmU,Li'l Darlin,0.858,0.483,195706,0.0539,0.00638,0.0,0.105,-19.213,0.0,0.0607,189.133,1.0,0.204,40,active
4AnBQMclltsDzQ7xQ5d85f,Seni Bulunca,0.492,0.741,194336,0.512,0.0721,0.0,0.0713,-10.285,1.0,0.0333,113.017,4.0,0.775,15,relax
3XQcmUXD9q6RcF6CHCoYXc,White Noise Dreaming,0.945,0.148,224000,0.328,0.246,7.0,0.116,-39.101,1.0,0.101,144.696,3.0,0.00876,64,relax
2A9CUw85Yd4Zf4Z17ypxJB,Reset,0.0159,0.692,186055,0.875,5.92e-06,7.0,0.321,-5.201,1.0,0.109,99.999,4.0,0.379,45,active
1YhJTm664ZT5xheQLBDgd1,Californian Soil,0.153,0.572,221387,0.583,0.000109,2.0,0.0977,-7.407,1.0,0.0412,84.017,4.0,0.181,53,relax
0x3TibRgnSqzkcwrqBd4iX,Down On Me,0.0369,0.7,228453,0.598,0.0,2.0,0.111,-7.783,1.0,0.114,160.041,4.0,0.594,77,active
7qAygdKAINgN0spGCqsSS1,Gülümse Kaderine,0.129,0.733,229485,0.909,0.000626,4.0,0.0585,-7.057,0.0,0.0487,119.994,4.0,0.851,61,active
4EBLyPX1x2JQ94XXNvIS7u,Henry V - Suite (arr. Muir Mathieson) (1990 Digital Remaster): 4. Touch her soft lips and part,0.939,0.155,114800,0.00688,0.998,0.0,0.0957,-39.797,1.0,0.0476,86.028,4.0,0.071,18,relax
4HfLQJtVT1KiX1eVedDyTm,Alaska,0.411,0.847,188000,0.386,0.00176,9.0,0.108,-10.668,0.0,0.0507,104.001,4.0,0.178,73,relax
5yy7ct80WZm20IrCh7KVb6,Ne Söz Ne Saz,0.648,0.811,212083,0.516,0.00484,6.0,0.13,-8.693,0.0,0.0436,143.967,4.0,0.693,56,active
0YHI5hydPPth6J5UOzdLDX,Lay Low,0.151,0.87,223000,0.653,0.0,0.0,0.303,-4.353,1.0,0.326,94.84,4.0,0.755,63,relax
2YodwKJnbPyNKe8XXSE9V7,Lithium,0.00174,0.678,257053,0.656,0.0,7.0,0.0631,-6.41,1.0,0.0381,123.207,4.0,0.485,74,relax
3gTQwwDNJ42CCLo3Sf4JDd,S-Class,0.0895,0.886,195688,0.781,0.0,5.0,0.0715,-1.837,0.0,0.333,104.996,4.0,0.672,89,relax
6V7DlnF4BmgsFdMmmw515n,Düşünürsem Ölürüm,0.00819,0.608,219606,0.67,0.0,1.0,0.0882,-3.326,1.0,0.0378,129.98,4.0,0.674,53,active
2QO9kGSgMvPMrcARk5c6ft,Miért,0.985,0.178,132000,0.0425,0.88,2.0,0.1,-32.005,0.0,0.0411,96.265,4.0,0.17,42,active
4C2aiAVTTVyZbCQZst5Xu1,Tiger Striped Sky,0.944,0.473,241720,0.317,0.0124,2.0,0.11,-10.324,1.0,0.0318,139.899,4.0,0.132,62,relax
71Yl25X2ZJn6tzxePNlPz6,Forget about larry,0.465,0.654,152000,0.409,0.94,3.0,0.108,-8.282,0.0,0.0395,89.985,4.0,0.493,56,active
2CYVLIwBHrF2e0C63nPiSs,Cabin Noise Focus,0.808,0.092,129763,0.0505,0.972,1.0,0.108,-45.386,1.0,0.158,87.4,3.0,0.123,61,relax
2RnBxdoRGOBzy2yvThWtMe,LET EM GO,0.0337,0.364,181159,0.512,0.0,11.0,0.107,-9.122,0.0,0.106,118.392,4.0,0.134,73,relax
6KfoDhO4XUWSbnyKjNp9c4,Maniac,0.00162,0.628,185773,0.639,0.0,8.0,0.354,-5.46,1.0,0.0435,108.045,4.0,0.493,82,active
6VLGpRXbJAwtMCCsYWGyjB,"The Well-Tempered Clavier: Book I, BWV 846-869: I. Prelude",0.994,0.123,137560,0.0116,0.93,0.0,0.0992,-41.903,1.0,0.0488,128.862,4.0,0.204,54,relax
6UDwp5I6QMzgJEv4czsG48,Thunder Around The Clock,0.157,0.156,140000,0.98,0.995,5.0,0.517,-28.771,0.0,0.0606,133.65,3.0,1e-05,60,relax
